id,dispenser,time,temperature_C
181,red,1720730728,16.78735552487821
182,blue,1720730728,17.18496800646427
183,green,1720730728,18.76889239502178
184,red,1720730732,16.315819630087592
185,blue,1720730732,17.993788252238684
186,green,1720730732,17.039855614352632
187,red,1720730736,19.374068346189578
188,blue,1720730736,17.233005096631953
189,green,1720730736,17.769472607889387
190,red,1720730740,18.519662737766982
191,blue,1720730740,16.436388324379905
192,green,1720730740,19.30746190616775
193,red,1720730744,17.479021594346925
194,blue,1720730744,17.224431497613438
195,green,1720730744,17.418335020764374
196,red,1720730748,15.57528443608043
197,blue,1720730748,18.086642660127904
198,green,1720730748,17.301146138252726
199,red,1720730752,18.131249003917183
200,blue,1720730752,17.102334264776367
201,green,1720730752,17.439756441482512
202,red,1720730756,16.92371711390537
203,blue,1720730756,19.054096928138033
204,green,1720730756,18.002668427921645
205,red,1720730760,19.16637041191811
206,blue,1720730760,18.532803306731264
207,green,1720730760,17.4205816068931
208,red,1720730764,16.908869146451966
209,blue,1720730764,18.295253493261328
210,green,1720730764,17.429425638210358
211,red,1720730768,17.478458955375622
212,blue,1720730768,17.628058498393848
213,green,1720730768,16.050539896075232
214,red,1720730772,18.342263139629623
215,blue,1720730772,17.87776780025194
216,green,1720730772,16.70382573463156
217,red,1720730776,18.27739249533391
218,blue,1720730776,17.73402183544286
219,green,1720730776,17.168302885402998
220,red,1720730780,19.39392208909314
221,blue,1720730780,16.163800296884485
222,green,1720730780,20.462342184610083
223,red,1720730784,18.013336464087615
224,blue,1720730784,16.518842968428068
225,green,1720730784,16.303456604414162
226,red,1720730788,17.826599086279973
227,blue,1720730788,18.94494308550072
228,green,1720730788,17.718649083912222
229,red,1720730792,17.896213126474247
230,blue,1720730792,17.744324391155185
231,green,1720730792,17.411959469962746
232,red,1720730796,18.98017379181558
233,blue,1720730796,17.81012653615983
234,green,1720730796,17.55974578030353
235,red,1720730800,17.602214773792873
236,blue,1720730800,17.90056433547186
237,green,1720730800,18.317783861297947
238,red,1720730804,17.789256780029227
239,blue,1720730804,18.091328475789837
240,green,1720730804,15.609125221827448
241,red,1720730808,17.819963800083997
242,blue,1720730808,17.722201501906717
243,green,1720730808,16.08156544713371
244,red,1720730812,18.580910148105172
245,blue,1720730812,19.86447974653205
246,green,1720730812,17.15461143621565
247,red,1720730816,16.187111837915868
248,blue,1720730816,16.153343207262942
249,green,1720730816,17.022065601739584
250,red,1720730820,17.21478225744598
251,blue,1720730820,18.12093153288977
252,green,1720730820,20.381380624264644
253,red,1720730824,18.626511074710002
254,blue,1720730824,19.091695837467206
255,green,1720730824,16.98120704966587
256,red,1720730828,17.24907131295127
257,blue,1720730828,18.008687266910524
258,green,1720730828,17.10051848832118
259,red,1720730832,16.689764032611482
260,blue,1720730832,16.834251693027596
261,green,1720730832,18.765813037494873
262,red,1720730836,18.475336754492353
263,blue,1720730836,18.806766636202024
264,green,1720730836,16.523159494376785
265,red,1720730840,16.77632626501512
266,blue,1720730840,19.145264303881017
267,green,1720730840,18.034493886730854
268,red,1720730844,18.278983157839466
269,blue,1720730844,16.736455318381452
270,green,1720730844,17.482759215488056
271,red,1720730848,18.291513893078022
272,blue,1720730848,18.26564775829489
273,green,1720730848,16.618599526165877
274,red,1720730852,17.84150933441279
275,blue,1720730852,17.563580068220933
276,green,1720730852,18.307731614201273
277,red,1720730856,16.501204474849583
278,blue,1720730856,17.818321137796975
279,green,1720730856,19.518767610837845
280,red,1720730860,17.039307360270126
281,blue,1720730860,19.023208937819017
282,green,1720730860,16.410007917004457
283,red,1720730864,17.98445472416345
284,blue,1720730864,17.01574475999797
285,green,1720730864,18.326004769256198
286,red,1720730868,18.56424268662435
287,blue,1720730868,17.584369834428315
288,green,1720730868,17.86978629138207
289,red,1720730872,18.304302073504974
290,blue,1720730872,18.07737147229931
291,green,1720730872,18.43608383452462
292,red,1720730876,17.890954421590866
293,blue,1720730876,17.23450837099575
294,green,1720730876,16.6969060937539
295,red,1720730880,19.279040404906237
296,blue,1720730880,18.089823340729115
297,green,1720730880,19.296841085813437
298,red,1720730884,18.079948926044914
299,blue,1720730884,19.071714552824723
300,green,1720730884,16.755902673433706
301,red,1720730888,17.991751024497
302,blue,1720730888,18.15383655037598
303,green,1720730888,17.072805495599344
304,red,1720730892,16.889220718566165
305,blue,1720730892,17.80415802659337
306,green,1720730892,18.083558701669112
307,red,1720730896,14.439025840055335
308,blue,1720730896,17.981284500410634
309,green,1720730896,17.919429890786173
310,red,1720730900,19.63765478995323
311,blue,1720730900,18.02695966728552
312,green,1720730900,19.21105388721502
313,red,1720730904,16.21484760096442
314,blue,1720730904,17.18413371352101
315,green,1720730904,18.10142154275323
316,red,1720730908,15.876026228965454
317,blue,1720730908,17.34146329723578
318,green,1720730908,18.44499509255333
319,red,1720730912,17.27444954742171
320,blue,1720730912,16.063388879868803
321,green,1720730912,18.847278956929657
322,red,1720730916,17.44615898202571
323,blue,1720730916,18.20810400827598
324,green,1720730916,17.90020274331008
325,red,1720730920,19.19065976986396
326,blue,1720730920,17.42293991300033
327,green,1720730920,17.87369097759047
328,red,1720730924,17.660498992507737
329,blue,1720730924,16.934834599485193
330,green,1720730924,15.66763414269709
331,red,1720730928,17.159862764195992
332,blue,1720730928,17.664351651192888
333,green,1720730928,17.727294174850005
334,red,1720730932,17.84581412867909
335,blue,1720730932,17.83501511129697
336,green,1720730932,17.79120723702702
337,red,1720730936,17.334100005109402
338,blue,1720730936,16.625508500928067
339,green,1720730936,18.8436047745623
340,red,1720730940,17.304993471581845
341,blue,1720730940,15.071527618070915
342,green,1720730940,17.071703812540356
343,red,1720730944,17.843148315807284
344,blue,1720730944,16.84647813725968
345,green,1720730944,16.283149973805546
346,red,1720730948,17.709544869590797
347,blue,1720730948,16.811877137287638
348,green,1720730948,18.419246332972083
349,red,1720730952,18.32661572780885
350,blue,1720730952,17.362829674583445
351,green,1720730952,17.4666487424127
352,red,1720730956,15.910696251292949
353,blue,1720730956,17.652476002290815
354,green,1720730956,18.14347546002345
355,red,1720730960,18.126946814652527
356,blue,1720730960,16.868114336287736
357,green,1720730960,17.780380393762186
358,red,1720730964,16.155354503018753
359,blue,1720730964,17.606459291105267
360,green,1720730964,18.531860977849764
361,red,1720730968,18.169719865951667
362,blue,1720730968,17.94367186674077
363,green,1720730968,18.17824626795743
364,red,1720730972,18.04385763044654
365,blue,1720730972,16.576086305027502
366,green,1720730972,17.36996389761058
367,red,1720730976,17.43899382501837
368,blue,1720730976,18.693680133170332
369,green,1720730976,17.589971304043765
370,red,1720730980,17.049630783033447
371,blue,1720730980,16.244263721356997
372,green,1720730980,17.40330155899062
373,red,1720730984,17.191967250920342
374,blue,1720730984,17.858806544309587
375,green,1720730984,17.315008938394
376,red,1720730988,18.02211390621621
377,blue,1720730988,17.026503884514963
378,green,1720730988,19.205999239769884
379,red,1720730992,16.858722433673027
380,blue,1720730992,17.491806190605516
381,green,1720730992,18.932292565148984
382,red,1720730996,17.281737203964795
383,blue,1720730996,16.534499166001154
384,green,1720730996,17.27238748093875
385,red,1720731000,18.041506899264732
386,blue,1720731000,17.250471153194976
387,green,1720731000,17.834923760976586
388,red,1720731004,16.06107873599123
389,blue,1720731004,16.96503487121559
390,green,1720731004,16.80118107680733
391,red,1720731008,18.297293219314902
392,blue,1720731008,18.261402430446044
393,green,1720731008,18.256551288597343
394,red,1720731012,17.189152454236105
395,blue,1720731012,17.16598891643559
396,green,1720731012,18.622534079094976
397,red,1720731016,18.837645311869277
398,blue,1720731016,17.65855178225182
399,green,1720731016,17.78617621685461
400,red,1720731020,17.477013994594675
401,blue,1720731020,19.562512709556554
402,green,1720731020,15.812592285762712
403,red,1720731024,16.751966047919378
404,blue,1720731024,18.020150383698994
405,green,1720731024,16.480540741528376
406,red,1720731028,16.653466114988927
407,blue,1720731028,18.44360550911847
408,green,1720731028,17.416971938224634
409,red,1720731032,17.05288028129618
410,blue,1720731032,18.20823728615822
411,green,1720731032,17.611526796064034
412,red,1720731036,17.497204320974248
413,blue,1720731036,17.731432853652283
414,green,1720731036,18.696390329928732
415,red,1720731040,18.53468958390905
416,blue,1720731040,18.424743059413252
417,green,1720731040,18.585839680111057
418,red,1720731044,16.764973198285308
419,blue,1720731044,17.21827827356454
420,green,1720731044,18.021026074994417
421,red,1720731048,19.5124285764505
422,blue,1720731048,16.1795290213917
423,green,1720731048,17.32627395111312
424,red,1720731052,17.592597526842674
425,blue,1720731052,16.05838245857337
426,green,1720731052,17.528147425701878
427,red,1720731056,17.31361715948599
428,blue,1720731056,17.750709590696356
429,green,1720731056,18.201586614196952
430,red,1720731060,18.346641723704536
431,blue,1720731060,15.644134324998497
432,green,1720731060,16.323804426679455
433,red,1720731064,19.60089138402215
434,blue,1720731064,15.898393847662467
435,green,1720731064,17.720476522537016
436,red,1720731068,17.35303785753454
437,blue,1720731068,17.644568532015082
438,green,1720731068,17.28300547727913
439,red,1720731072,17.828980909678602
440,blue,1720731072,17.929158786159704
441,green,1720731072,17.778533164990886
442,red,1720731076,17.70686192968735
443,blue,1720731076,17.27535682505353
444,green,1720731076,18.56822662032501
445,red,1720731080,17.625894071843977
446,blue,1720731080,16.639981185723585
447,green,1720731080,18.485177393881976
448,red,1720731084,18.80968260490425
449,blue,1720731084,16.63598464557526
450,green,1720731084,18.776032973444806
451,red,1720731088,18.447298084154628
452,blue,1720731088,20.32339697496445
453,green,1720731088,16.024700350560693
454,red,1720731092,16.67245817369089
455,blue,1720731092,18.207407402442243
456,green,1720731092,16.984102502392883
457,red,1720731096,18.621922397938558
458,blue,1720731096,16.744576228187363
459,green,1720731096,18.883641242822094
460,red,1720731100,16.57084236705906
461,blue,1720731100,18.192787439482643
462,green,1720731100,17.508677549295786
463,red,1720731104,18.27744806140483
464,blue,1720731104,16.641799709738454
465,green,1720731104,19.20969744503291
466,red,1720731108,17.40552260049249
467,blue,1720731108,17.252890840587668
468,green,1720731108,15.690495957659497
469,red,1720731112,18.317220422686546
470,blue,1720731112,18.31854603425949
471,green,1720731112,16.384595512960086
472,red,1720731116,16.35495134084417
473,blue,1720731116,17.628681047101075
474,green,1720731116,18.039838516152894
475,red,1720731120,16.80340949128905
476,blue,1720731120,17.023850416266253
477,green,1720731120,18.18712742681724
478,red,1720731124,17.493180940433216
479,blue,1720731124,19.15532843206975
480,green,1720731124,16.210809152470702
481,red,1720731128,14.700946961599115
482,blue,1720731128,17.128854006390917
483,green,1720731128,17.637256317500857
484,red,1720731132,18.086486922096366
485,blue,1720731132,17.793736093261835
486,green,1720731132,16.855126231237335
487,red,1720731136,18.931950422818975
488,blue,1720731136,16.685048480867056
489,green,1720731136,18.36060940081251
490,red,1720731140,18.3007750294803
491,blue,1720731140,18.332016382752073
492,green,1720731140,17.7632950791482
493,red,1720731144,15.95021300397486
494,blue,1720731144,17.030556841633658
495,green,1720731144,17.35241568177411
496,red,1720731148,18.034439892291704
497,blue,1720731148,16.763939138008546
498,green,1720731148,17.733500433699422
499,red,1720731152,18.422121084032703
500,blue,1720731152,18.158834126558986
501,green,1720731152,16.349589749557087
502,red,1720731156,18.02530104595754
503,blue,1720731156,17.51185376785279
504,green,1720731156,19.407172674500508
505,red,1720731160,20.119000383574544
506,blue,1720731160,16.473064497381902
507,green,1720731160,18.143706476170305
508,red,1720731164,16.55179434269832
509,blue,1720731164,16.516957713472184
510,green,1720731164,18.438634471473172
511,red,1720731168,16.711932852628497
512,blue,1720731168,17.305390445414208
513,green,1720731168,19.60871636677646
514,red,1720731172,17.717129532675845
515,blue,1720731172,16.582937169457516
516,green,1720731172,19.080115776125062
517,red,1720731176,18.249484681792392
518,blue,1720731176,17.304490176824178
519,green,1720731176,18.139333102286958
520,red,1720731180,17.5782415457579
521,blue,1720731180,17.06316126558387
522,green,1720731180,16.774124846242152
523,red,1720731184,17.063147606139115
524,blue,1720731184,16.85025554577102
525,green,1720731184,17.622030890309414
526,red,1720731188,18.23228226127406
527,blue,1720731188,17.823453801223952
528,green,1720731188,16.692322928818747
529,red,1720731192,18.283940589605056
530,blue,1720731192,17.708696153844222
531,green,1720731192,18.36752759724435
532,red,1720731196,18.07517067829555
533,blue,1720731196,17.737517751876428
534,green,1720731196,17.209635029046563
535,red,1720731200,16.070131539332685
536,blue,1720731200,16.14820948366415
537,green,1720731200,18.453372692881256
538,red,1720731204,16.6912059520621
539,blue,1720731204,17.524363504060045
540,green,1720731204,15.805820025927261
541,red,1720731208,18.083748780938603
542,blue,1720731208,18.376614861813895
543,green,1720731208,17.79303943452009
544,red,1720731212,17.043171899444836
545,blue,1720731212,19.19911549774362
546,green,1720731212,18.103206652714693
547,red,1720731216,17.08970050067087
548,blue,1720731216,19.36618073335837
549,green,1720731216,18.79721987561667
550,red,1720731220,17.463761514395262
551,blue,1720731220,16.230606086283775
552,green,1720731220,18.23012362509218
553,red,1720731224,19.178978642771348
554,blue,1720731224,15.016271105044167
555,green,1720731224,17.815258994848293
556,red,1720731228,16.612227672562533
557,blue,1720731228,19.396574958170774
558,green,1720731228,17.02695319036163
559,red,1720731232,17.945924852963707
560,blue,1720731232,17.224952649594243
561,green,1720731232,17.522905706906617
562,red,1720731236,17.402949083478223
563,blue,1720731236,17.379802792066734
564,green,1720731236,17.24016973868268
565,red,1720731240,18.341505122114626
566,blue,1720731240,15.196749410319757
567,green,1720731240,16.694411369943523
568,red,1720731244,15.138397703174912
569,blue,1720731244,18.257139136046888
570,green,1720731244,17.043766931548156
571,red,1720731248,18.877812531036785
572,blue,1720731248,16.660894125815556
573,green,1720731248,17.40480609674602
574,red,1720731252,18.465500259828957
575,blue,1720731252,17.7728657930197
576,green,1720731252,17.127912562548513
577,red,1720731256,17.018039254069176
578,blue,1720731256,17.069603154319648
579,green,1720731256,17.308983223408898
580,red,1720731260,19.002224928662788
581,blue,1720731260,18.403947235330914
582,green,1720731260,18.274752433607315
583,red,1720731264,18.29148122178397
584,blue,1720731264,16.928725804139
585,green,1720731264,17.00080507952334
586,red,1720731268,17.824850168104533
587,blue,1720731268,15.875958182771612
588,green,1720731268,17.487392833253363
589,red,1720731272,18.773183038373848
590,blue,1720731272,18.379043793941698
591,green,1720731272,20.116908221344733
592,red,1720731276,18.275512821505274
593,blue,1720731276,17.41024439019414
594,green,1720731276,18.426567529405194
595,red,1720731280,16.812822799956148
596,blue,1720731280,14.832828553846154
597,green,1720731280,15.891345750069803
598,red,1720731284,17.793169738600795
599,blue,1720731284,18.399918229016613
600,green,1720731284,15.846005591784142
601,red,1720731288,18.50626435985682
602,blue,1720731288,17.724606513975946
603,green,1720731288,16.472253817166806
604,red,1720731292,17.435238137809414
605,blue,1720731292,16.755944851318308
606,green,1720731292,16.792083056032094
607,red,1720731296,17.200779915524706
608,blue,1720731296,18.435957094094395
609,green,1720731296,17.008676643376226
610,red,1720731300,17.64265074576432
611,blue,1720731300,18.221509930455763
612,green,1720731300,18.13874523765889
613,red,1720731304,18.29361344300155
614,blue,1720731304,16.524360801732403
615,green,1720731304,18.220036680698023
616,red,1720731308,18.346269440592337
617,blue,1720731308,19.89973546457468
618,green,1720731308,16.879398299375666
619,red,1720731312,18.090740877583123
620,blue,1720731312,18.349405474910547
621,green,1720731312,17.848227937790472
622,red,1720731316,15.67249802627152
623,blue,1720731316,17.19332073109668
624,green,1720731316,19.01427311732812
625,red,1720731320,16.80270705693836
626,blue,1720731320,15.851749118773029
627,green,1720731320,19.84476645344996
628,red,1720731324,17.501273336129824
629,blue,1720731324,17.432519112748285
630,green,1720731324,17.35556138064972
631,red,1720731328,19.59082745374909
632,blue,1720731328,16.247126191161417
633,green,1720731328,16.38728408266041
634,red,1720731332,18.54057123641468
635,blue,1720731332,17.192305348935673
636,green,1720731332,18.470644265086836
637,red,1720731336,16.303011138912858
638,blue,1720731336,16.686192686167054
639,green,1720731336,18.254837809132354
640,red,1720731340,17.55246120799918
641,blue,1720731340,19.156710768595243
642,green,1720731340,18.90344938333246
643,red,1720731344,16.54454447696054
644,blue,1720731344,20.472311787687662
645,green,1720731344,16.22993049988507
646,red,1720731348,16.57468216763255
647,blue,1720731348,17.771679641016703
648,green,1720731348,17.531621946542867
649,red,1720731352,16.778329029302572
650,blue,1720731352,18.20900578097973
651,green,1720731352,18.170682322267318
652,red,1720731356,18.089499668190932
653,blue,1720731356,17.566949025315527
654,green,1720731356,18.94125957793216
655,red,1720731360,18.559875624877932
656,blue,1720731360,17.710642293663582
657,green,1720731360,17.13829727344144
658,red,1720731364,16.874239381905134
659,blue,1720731364,19.65850187852535
660,green,1720731364,16.810343862652104
661,red,1720731368,17.47096368878712
662,blue,1720731368,18.572967715604488
663,green,1720731368,17.569478486592864
664,red,1720731372,18.007324456545373
665,blue,1720731372,18.386166765920322
666,green,1720731372,19.026668191246745
667,red,1720731376,19.40842892555158
668,blue,1720731376,17.844495367101135
669,green,1720731376,17.37215407123358
670,red,1720731380,17.665192873305756
671,blue,1720731380,18.997358582668237
672,green,1720731380,16.309581275273878
673,red,1720731384,17.576487318840293
674,blue,1720731384,18.551332351288206
675,green,1720731384,16.84225881485105
676,red,1720731388,18.074247193832242
677,blue,1720731388,17.502159300198553
678,green,1720731388,18.85025017028609
679,red,1720731392,17.91275695525251
680,blue,1720731392,17.03669696060253
681,green,1720731392,16.281920846102473
682,red,1720731396,17.90324405460521
683,blue,1720731396,17.634589689477046
684,green,1720731396,15.354007731586313
685,red,1720731400,17.02901551165989
686,blue,1720731400,16.859849638469118
687,green,1720731400,17.986839469715534
688,red,1720731404,18.361673063992455
689,blue,1720731404,17.630275576879512
690,green,1720731404,18.747441151025527
691,red,1720731408,16.9288865311749
692,blue,1720731408,17.80857326445412
693,green,1720731408,17.922716711192436
694,red,1720731412,17.064808436866688
695,blue,1720731412,19.87963202577718
696,green,1720731412,17.551285938679996
697,red,1720731416,18.26846738286365
698,blue,1720731416,19.459396268361672
699,green,1720731416,19.29361977607152
700,red,1720731420,17.369742416244822
701,blue,1720731420,18.839225298711476
702,green,1720731420,18.585219968407248
703,red,1720731424,17.795357084824403
704,blue,1720731424,19.426071160959058
705,green,1720731424,17.541544548818464
706,red,1720731428,16.314926037613372
707,blue,1720731428,18.794675922702375
708,green,1720731428,16.61070671760708
709,red,1720731432,18.20161589943447
710,blue,1720731432,17.76612513811529
711,green,1720731432,17.868015453420167
712,red,1720731436,18.13818108170641
713,blue,1720731436,17.142806931860438
714,green,1720731436,18.227094375268262
715,red,1720731440,16.42737137461084
716,blue,1720731440,18.121968558643665
717,green,1720731440,19.41722871264372
718,red,1720731444,16.888698265804823
719,blue,1720731444,18.709866825244788
720,green,1720731444,17.57562935636508
721,red,1720731448,18.52173017592126
722,blue,1720731448,17.06499150106497
723,green,1720731448,17.028467986510268
724,red,1720731452,17.96664595278817
725,blue,1720731452,18.083250677536018
726,green,1720731452,17.81235252337083
727,red,1720731456,18.7282684278003
728,blue,1720731456,18.287072185243222
729,green,1720731456,17.207162605250016
730,red,1720731460,17.546309674330548
731,blue,1720731460,17.231804813039776
732,green,1720731460,16.80937882918816
733,red,1720731464,16.87411215078394
734,blue,1720731464,17.305146852115758
735,green,1720731464,18.72040929721831
736,red,1720731468,17.819202282125502
737,blue,1720731468,18.61658187191148
738,green,1720731468,19.366672696526756
739,red,1720731472,19.3948910581626
740,blue,1720731472,16.310683385423168
741,green,1720731472,17.672796070427633
742,red,1720731476,16.8277499159262
743,blue,1720731476,19.059255734279436
744,green,1720731476,17.66119346738333
745,red,1720731480,17.807266658327954
746,blue,1720731480,17.42099576678354
747,green,1720731480,19.506730653499755
748,red,1720731484,18.05664301592106
749,blue,1720731484,17.377279978260223
750,green,1720731484,15.816812628237987
751,red,1720731488,18.411056091421912
752,blue,1720731488,18.79073233460591
753,green,1720731488,18.971400149166843
754,red,1720731492,18.83663234442004
755,blue,1720731492,19.43901761287771
756,green,1720731492,19.498651004448813
757,red,1720731496,17.211020276229274
758,blue,1720731496,17.47736073327471
759,green,1720731496,19.633026487720763
760,red,1720731500,18.917335121872878
761,blue,1720731500,17.5047022381131
762,green,1720731500,18.195247616619017
763,red,1720731504,19.182682010579136
764,blue,1720731504,15.855231516744471
765,green,1720731504,18.246217947862377
766,red,1720731508,16.428239190138385
767,blue,1720731508,17.839553556715362
768,green,1720731508,16.238726880393305
769,red,1720731512,16.3366879571492
770,blue,1720731512,16.600038741743543
771,green,1720731512,17.76535385626895
772,red,1720731516,18.065160338485022
773,blue,1720731516,16.778886207090466
774,green,1720731516,19.284966231042727
775,red,1720731520,17.608457849155496
776,blue,1720731520,19.12191286988386
777,green,1720731520,18.759390531416443
778,red,1720731524,19.195858710419234
779,blue,1720731524,16.826283273531384
780,green,1720731524,17.84373493747151
781,red,1720731528,16.969261748806094
782,blue,1720731528,17.93722925373147
783,green,1720731528,18.339421430056216
784,red,1720731532,17.11933828844293
785,blue,1720731532,18.22213866115714
786,green,1720731532,16.305664774395453
787,red,1720731536,18.80235032363724
788,blue,1720731536,15.650096295675592
789,green,1720731536,19.190559218067737
790,red,1720731540,16.322372653299087
791,blue,1720731540,17.769117528321324
792,green,1720731540,15.666971105271394
793,red,1720731544,17.789394573564692
794,blue,1720731544,18.994907045424455
795,green,1720731544,19.85611346964277
796,red,1720731548,18.59847387169496
797,blue,1720731548,17.713876015504756
798,green,1720731548,17.181203511110432
799,red,1720731552,17.49552885759595
800,blue,1720731552,15.512450882483348
801,green,1720731552,17.00950406229328
802,red,1720731556,17.540902519746904
803,blue,1720731556,20.66686700026179
804,green,1720731556,18.184137445009384
805,red,1720731560,16.236714620159542
806,blue,1720731560,16.66218324068511
