id,dispenser,bottle,time,fill_level_grams,recipe,vibration_index
69,blue,1603,1720730760,25.34946745843979,12,247.39701756052412
70,blue,1604,1720730764,17.101892072972355,12,235.8368772844092
71,blue,1605,1720730768,0.0,12,14.743883003212304
72,blue,1606,1720730772,0.0,12,14.244464399496117
73,blue,1607,1720730776,0.0,12,14.53195632911428
74,blue,1608,1720730780,0.0,12,17.67239940623103
75,blue,1609,1720730784,0.0,12,16.962314063143864
76,blue,1610,1720730788,0.0,12,12.110113828998557
77,blue,1611,1720730792,0.0,12,14.51135121768963
78,blue,1612,1720730796,0.0,12,14.379746927680337
79,blue,1613,1720730800,0.0,12,14.198871329056281
80,blue,1614,1720730804,0.0,12,13.817343048420327
81,blue,1615,1720730808,0.0,12,14.555596996186566
82,blue,1616,1720730812,0.0,12,10.271040506935897
83,blue,1617,1720730816,800.0,12,13.693313585474115
84,blue,1618,1720730820,792.6182558150795,12,238.2847177374383
85,blue,1619,1720730824,784.2528906019836,12,238.71585102734852
86,blue,1620,1720730828,775.4936636908495,12,239.50402736082074
87,blue,1621,1720730832,767.198134975856,12,242.81570063298622
88,blue,1622,1720730836,759.4916726370086,12,237.48134285526424
89,blue,1623,1720730840,751.0439402314632,12,232.54714873070088
90,blue,1624,1720730844,742.1420349006852,12,245.2995977404225
91,blue,1625,1720730848,734.4511606915337,12,239.56057922152416
92,blue,1626,1720730852,725.9356137449615,12,244.34595287173448
93,blue,1627,1720730856,717.8624948519076,12,240.59959510092085
94,blue,1628,1720730860,709.5780276167413,12,240.8761691737416
95,blue,1629,1720730864,700.7201828514187,12,245.281696530453
96,blue,1630,1720730868,693.053279705245,12,236.65449156563437
97,blue,1631,1720730872,685.0096247939464,12,239.1362501383806
98,blue,1632,1720730876,676.6354026141216,12,243.7694828990041
99,blue,1633,1720730880,668.4417982862175,12,248.18740041744664
100,blue,1634,1720730884,660.1333880525013,12,238.19911486952472
101,blue,1635,1720730888,651.4535705967535,12,237.992404027141
102,blue,1636,1720730892,643.1905742326853,12,238.7583784443948
103,blue,1637,1720730896,635.2050466770818,12,235.1215910459924
104,blue,1638,1720730900,626.9179931669568,12,241.24701686947728
105,blue,1639,1720730904,618.5578895933825,12,244.41674525781147
106,blue,1640,1720730908,610.7168648859657,12,240.41071017864002
107,blue,1641,1720730912,602.4387486367241,12,253.54089383927118
108,blue,1642,1720730916,595.0598690384975,12,240.28853255418
109,blue,1643,1720730920,586.645537614125,12,243.28095839251452
110,blue,1644,1720730924,578.6292084680344,12,243.28817460653613
111,blue,1645,1720730928,570.8908173620277,12,240.29238692589257
112,blue,1646,1720730932,562.9241235500579,12,237.0173650072608
113,blue,1647,1720730936,554.7687919743883,12,242.60773409853192
114,blue,1648,1720730940,547.1946347081584,12,244.90820786663852
115,blue,1649,1720730944,540.3421357284304,12,240.93792843391117
116,blue,1650,1720730948,532.7507446621204,12,239.02341469046084
117,blue,1651,1720730952,524.7733747964401,12,249.90446393322054
118,blue,1652,1720730956,516.6737171000342,12,245.35873211419576
119,blue,1653,1720730960,508.6520075670003,12,240.9325333309425
120,blue,1654,1720730964,501.16121929547785,12,234.3211584458828
121,blue,1655,1720730968,492.9502212610162,12,244.82931599077725
122,blue,1656,1720730972,484.63095126396684,12,246.2409379675177
123,blue,1657,1720730976,476.97275224001066,12,241.22919823319623
124,blue,1658,1720730980,468.312578334964,12,246.80364479302364
125,blue,1659,1720730984,460.5594430666999,12,250.62183908500276
126,blue,1660,1720730988,452.2058116531359,12,247.56585298610526
127,blue,1661,1720730992,444.2946534526942,12,245.11384060028524
128,blue,1662,1720730996,436.25091322969246,12,244.67855306249038
129,blue,1663,1720731000,428.4778036827987,12,248.4139712537065
130,blue,1664,1720731004,420.57025788077084,12,243.16504497743765
131,blue,1665,1720731008,412.7066698641187,12,243.17233709891445
132,blue,1666,1720731012,404.35616136956827,12,242.28444498006797
133,blue,1667,1720731016,396.4576972065445,12,242.7620451749479
134,blue,1668,1720731020,388.27033125205145,12,240.75801190770179
135,blue,1669,1720731024,379.24056603028214,12,242.85606778204988
136,blue,1670,1720731028,370.8472722313231,12,244.14489430595728
137,blue,1671,1720731032,362.4850180279764,12,238.46902551308443
138,blue,1672,1720731036,354.2387817423341,12,239.20840584743294
139,blue,1673,1720731040,345.73625688916826,12,251.180371101259
140,blue,1674,1720731044,337.1653331948597,12,246.47037714915365
141,blue,1675,1720731048,329.29133319555365,12,244.64684745555414
142,blue,1676,1720731052,321.57266855440514,12,254.8071803898672
143,blue,1677,1720731056,314.3325262747847,12,238.35878526034
144,blue,1678,1720731060,306.08437815365374,12,249.51422209541548
145,blue,1679,1720731064,298.83682538544383,12,248.3470535758263
146,blue,1680,1720731068,291.40501711036893,12,246.98211085352918
147,blue,1681,1720731072,283.3001219080632,12,242.39628960408174
148,blue,1682,1720731076,274.9935758681488,12,245.72339188738763
149,blue,1683,1720731080,267.16000165421724,12,242.1110801758852
150,blue,1684,1720731084,259.6884099340879,12,239.93680524604974
151,blue,1685,1720731088,252.0976054546214,12,236.2368477868702
152,blue,1686,1720731092,242.86229662026648,12,239.57966281679606
153,blue,1687,1720731096,234.44948500284661,12,246.36577031010756
154,blue,1688,1720731100,226.44245283489863,12,251.57551861843453
155,blue,1689,1720731104,218.16388708546756,12,243.14887236611605
156,blue,1690,1720731108,210.4410506026543,12,246.47330227469467
157,blue,1691,1720731112,202.4556656522441,12,243.77228016001942
158,blue,1692,1720731116,193.84816283017167,12,248.71297160740278
159,blue,1693,1720731120,185.75460572017138,12,244.5800394246755
160,blue,1694,1720731124,177.8671681054204,12,242.45845770131663
161,blue,1695,1720731128,168.88693571828168,12,249.3034541373419
162,blue,1696,1720731132,160.67957800947215,12,253.18609478480576
163,blue,1697,1720731136,152.3007621933125,12,251.31124754886582
164,blue,1698,1720731140,144.786189685187,12,237.8008487951422
165,blue,1699,1720731144,136.24425325533986,12,248.23630339282445
166,blue,1700,1720731148,128.2453112705299,12,250.67177732996208
167,blue,1701,1720731152,120.37410683720259,12,247.8464183224148
168,blue,1702,1720731156,112.0602198981387,12,243.33726684757443
169,blue,1703,1720731160,104.07666536801091,12,244.48064381510156
170,blue,1704,1720731164,96.36289232838364,12,250.61717965150683
171,blue,1705,1720731168,88.7836660028399,12,244.38302342228323
172,blue,1706,1720731172,80.89522384316759,12,244.34829097774272
173,blue,1707,1720731176,73.39910402811792,12,241.0430863239512
174,blue,1708,1720731180,65.48741813384314,12,244.1483492363269
175,blue,1709,1720731184,57.74050802800262,12,243.01766936208986
176,blue,1710,1720731188,50.20019665030833,12,237.84681021729568
177,blue,1711,1720731192,41.957332893839435,12,245.60925388752887
178,blue,1712,1720731196,33.89068883984571,12,242.11491196769956
179,blue,1713,1720731200,25.7553349080716,12,246.9009717953276
180,blue,1714,1720731204,18.539549064259727,12,238.28228829386285
181,blue,1715,1720731208,0.0,12,13.24677027637221
182,blue,1716,1720731212,0.0,12,11.60176900451276
183,blue,1717,1720731216,0.0,12,11.267638533283261
184,blue,1718,1720731220,0.0,12,17.53878782743245
185,blue,1719,1720731224,0.0,12,19.967457789911666
186,blue,1720,1720731228,0.0,12,11.206850083658452
187,blue,1721,1720731232,0.0,12,15.550094700811513
188,blue,1722,1720731236,0.0,12,15.240394415866533
189,blue,1723,1720731240,0.0,12,19.606501179360485
190,blue,1724,1720731244,0.0,12,13.485721727906224
191,blue,1725,1720731248,0.0,12,16.678211748368888
192,blue,1726,1720731252,0.0,12,14.454268413960598
193,blue,1727,1720731256,0.0,12,15.860793691360705
194,blue,1728,1720731260,0.0,12,13.192105529338171
195,blue,1729,1720731264,0.0,12,16.142548391722002
196,blue,1730,1720731268,792.3776285483698,12,239.4174764817632
197,blue,1731,1720731272,784.687326095273,12,251.51810759479906
198,blue,1732,1720731276,776.1111997996085,12,244.61159084563522
199,blue,1733,1720731280,768.1137821063124,12,246.1694038597913
200,blue,1734,1720731284,761.3505521176786,12,237.37521358055284
201,blue,1735,1720731288,753.0931065203253,12,235.1734272607903
202,blue,1736,1720731292,744.8182645402787,12,246.192105897826
203,blue,1737,1720731296,737.1254325972845,12,238.99776010319002
204,blue,1738,1720731300,728.9133607522706,12,232.63130455157363
205,blue,1739,1720731304,720.4913934476779,12,244.44842120823833
206,blue,1740,1720731308,712.8203618609232,12,238.74923570223328
207,blue,1741,1720731312,703.6264317224599,12,240.78939752434164
208,blue,1742,1720731316,695.1557013812396,12,242.95514937401526
209,blue,1743,1720731320,687.2417522369875,12,245.00632668569313
210,blue,1744,1720731324,679.9411835292327,12,242.01169579586661
211,blue,1745,1720731328,671.8583950061526,12,245.97722177584356
212,blue,1746,1720731332,664.6842163477472,12,233.07497236509036
213,blue,1747,1720731336,656.8908209321628,12,239.99674936433325
214,blue,1748,1720731340,649.147316383203,12,240.47413715079668
215,blue,1749,1720731344,640.1683013405578,12,240.2114438650734
216,blue,1750,1720731348,630.5728383370028,12,245.65598606340507
217,blue,1751,1720731352,622.2859464950442,12,243.61936650965887
218,blue,1752,1720731356,613.7569207592688,12,245.99532459439095
219,blue,1753,1720731360,605.7060570780942,12,240.69821958598786
220,blue,1754,1720731364,597.4374244473103,12,241.13264595813848
221,blue,1755,1720731368,588.4512889760429,12,238.4677664261995
222,blue,1756,1720731372,579.6707092113544,12,246.70994683962311
223,blue,1757,1720731376,571.1994805901058,12,241.82463509911648
224,blue,1758,1720731380,562.8936550658943,12,241.9187610028218
225,blue,1759,1720731384,554.3142650612391,12,235.93057697602717
226,blue,1760,1720731388,545.7132404675381,12,244.08401197944676
227,blue,1761,1720731392,537.4820966122331,12,248.38571992235137
228,blue,1762,1720731396,529.6639316772262,12,241.53322586216808
229,blue,1763,1720731400,521.537224597696,12,244.09212598738844
230,blue,1764,1720731404,513.6475614972268,12,246.1490717447991
231,blue,1765,1720731408,505.4405218277139,12,244.60980248382708
232,blue,1766,1720731412,497.3069699063189,12,236.11477217367735
233,blue,1767,1720731416,487.85587343593033,12,246.34996157814737
234,blue,1768,1720731420,479.03660521364463,12,236.53329961997892
235,blue,1769,1720731424,470.5227292004537,12,234.75665906365333
236,blue,1770,1720731428,461.6193289886619,12,239.26366540706994
237,blue,1771,1720731432,453.06359225435244,12,239.81307983903153
238,blue,1772,1720731436,445.0176101290323,12,239.93096904004963
239,blue,1773,1720731440,437.1825851244748,12,240.092381925877
240,blue,1774,1720731444,428.8763058637677,12,239.6129533552013
241,blue,1775,1720731448,420.1769909242606,12,246.24847090656112
242,blue,1776,1720731452,412.3750391828118,12,240.36686596530606
243,blue,1777,1720731456,404.1035211027021,12,240.11195243777547
244,blue,1778,1720731460,395.7712789557038,12,241.37536240445905
245,blue,1779,1720731464,387.7152094871308,12,247.2069543183912
246,blue,1780,1720731468,379.74014814663497,12,241.29268517827265
247,blue,1781,1720731472,371.13970169661525,12,246.5118055347052
248,blue,1782,1720731476,363.4973960546953,12,244.33700720431776
249,blue,1783,1720731480,354.65382872814325,12,245.38664563664295
250,blue,1784,1720731484,346.7089144896342,12,241.53887925738712
251,blue,1785,1720731488,338.6547313827573,12,242.4699051667883
252,blue,1786,1720731492,330.0616326851125,12,238.1242323760362
253,blue,1787,1720731496,321.18753214603726,12,241.69420219854325
254,blue,1788,1720731500,313.0937906014919,12,244.97443393088378
255,blue,1789,1720731504,305.09987916153034,12,245.1001535246311
256,blue,1790,1720731508,297.5808166300749,12,249.9491268905444
257,blue,1791,1720731512,289.46571189110995,12,242.79956209909795
258,blue,1792,1720731516,281.90039650552245,12,242.90313913923362
259,blue,1793,1720731520,274.25188451430694,12,238.30564499862322
260,blue,1794,1720731524,265.31033013776596,12,248.82474957908363
261,blue,1795,1720731528,257.52489138349364,12,244.18546502678035
262,blue,1796,1720731532,249.02680409389745,12,249.19464609402274
263,blue,1797,1720731536,240.61431698851754,12,248.32823320749625
264,blue,1798,1720731540,233.0867951660929,12,253.79075605629185
265,blue,1799,1720731544,224.8771848792406,12,241.89362222937203
266,blue,1800,1720731548,216.38143250919939,12,237.12271630911042
267,blue,1801,1720731552,208.29009099002045,12,246.32356967229552
268,blue,1802,1720731556,201.25623455746728,12,234.37646199200262
269,blue,1803,1720731560,191.39798090997414,12,254.2224682955922
270,blue,1804,1720731564,183.7116780238252,12,246.71441465769735
271,blue,1805,1720731568,176.06080419191304,12,240.59121693175732
272,blue,1806,1720731572,166.82666817470337,12,241.3910356635351
273,blue,1807,1720731576,158.05867430785463,12,251.22926692251437
274,blue,1808,1720731580,150.44420976958932,12,239.8508250185129
275,blue,1809,1720731584,142.13684199660298,12,238.47448690620388
276,blue,1810,1720731588,133.04614475864918,12,243.55336669214796
277,blue,1811,1720731592,124.84110196745505,12,243.20053171136
278,blue,1812,1720731596,115.80998626291495,12,244.52057297620934
279,blue,1813,1720731600,107.21937757105651,12,247.1571946001748
280,blue,1814,1720731604,98.98236087584775,12,243.26586072174015
281,blue,1815,1720731608,91.15056002085022,12,246.53444517418657
282,blue,1816,1720731612,83.01798431251831,12,248.3781834406347
283,blue,1817,1720731616,74.94395035344583,12,252.09693921791322
284,blue,1818,1720731620,66.93795513716279,12,243.22842226935444
285,blue,1819,1720731624,58.38508319644412,12,238.4456843859117
286,blue,1820,1720731628,49.765174091472254,12,247.06770109056598
287,blue,1821,1720731632,41.48772964660834,12,244.10504405007822
288,blue,1822,1720731636,32.97244286435898,12,247.41177712497927
289,blue,1823,1720731640,24.98270643516949,12,248.06399076425825
290,blue,1824,1720731644,17.28645136108092,12,244.25312690363822
291,blue,1825,1720731648,0.0,12,14.608967427379888
292,blue,1826,1720731652,0.0,12,15.586693894007688
293,blue,1827,1720731656,0.0,12,17.434383903520768
294,blue,1828,1720731660,0.0,12,13.069313653640577
295,blue,1829,1720731664,0.0,12,17.124561504323637
296,blue,1830,1720731668,0.0,12,15.085053966874618
297,blue,1831,1720731672,0.0,12,13.095256691283922
298,blue,1832,1720731676,0.0,12,13.358020298784375
299,blue,1833,1720731680,0.0,12,12.391875456127018
300,blue,1834,1720731684,0.0,12,15.348818840901167
301,blue,1835,1720731688,0.0,12,15.06333973105582
302,blue,1836,1720731692,0.0,12,12.955802596826857
303,blue,1837,1720731696,0.0,12,15.581028144103534
304,blue,1838,1720731700,0.0,12,12.593526957022426
305,blue,1839,1720731704,0.0,12,12.54523733861766
306,blue,1840,1720731708,791.6374809040701,12,231.66324762253464
307,blue,1841,1720731712,782.9807012432644,12,240.83787402215944
308,blue,1842,1720731716,774.9712631168146,12,238.51511248316652
309,blue,1843,1720731720,767.0405265111871,12,238.0717605088334
310,blue,1844,1720731724,759.5454479492171,12,235.07745458624072
311,blue,1845,1720731728,750.8770587371566,12,240.20936301382244
312,blue,1846,1720731732,742.6764951952294,12,239.971141182504
313,blue,1847,1720731736,734.6719010009132,12,244.04499209399987
314,blue,1848,1720731740,726.9000412022438,12,242.06418336163898
315,blue,1849,1720731744,717.6687888552046,12,238.85229402227415
316,blue,1850,1720731748,709.0870232996926,12,245.68812459438018
317,blue,1851,1720731752,701.5286926098576,12,239.83238958999326
318,blue,1852,1720731756,692.8737254312897,12,244.18414300671108
319,blue,1853,1720731760,684.9113848329557,12,243.22797642966106
320,blue,1854,1720731764,677.1606664265694,12,240.2683746406
321,blue,1855,1720731768,668.6951395699933,12,242.75845298982003
322,blue,1856,1720731772,661.0523599528676,12,243.36443573650033
323,blue,1857,1720731776,652.5332326192305,12,241.20128788091148
324,blue,1858,1720731780,643.9390337375335,12,241.19400909280927
325,blue,1859,1720731784,636.4866742141443,12,245.04934367313413
326,blue,1860,1720731788,628.5172988325488,12,240.8669772240283
327,blue,1861,1720731792,620.3229467131598,12,237.9265960016751
328,blue,1862,1720731796,611.9247594392582,12,247.1481884710884
329,blue,1863,1720731800,604.674712247633,12,239.0532482002869
330,blue,1864,1720731804,596.2866912999747,12,240.5619769447005
331,blue,1865,1720731808,587.988554013232,12,243.6478521222604
332,blue,1866,1720731812,579.310743714198,12,245.1160059933039
333,blue,1867,1720731816,571.1392525780403,12,249.57182466978662
334,blue,1868,1720731820,563.6343959991574,12,239.02209349754884
335,blue,1869,1720731824,555.7582361484099,12,241.88646985979392
336,blue,1870,1720731828,547.3026798630806,12,241.75203727470887
337,blue,1871,1720731832,539.214689971307,12,237.03583852043715
338,blue,1872,1720731836,531.1656940174732,12,247.289305958526
339,blue,1873,1720731840,523.1040500013017,12,249.7600268172428
340,blue,1874,1720731844,515.0875868761611,12,237.1335501137514
341,blue,1875,1720731848,506.6723991672852,12,249.33142663044998
342,blue,1876,1720731852,498.4347625542118,12,233.33913326351603
343,blue,1877,1720731856,490.0144522139378,12,241.23808979425115
344,blue,1878,1720731860,482.234189377277,12,242.36967170921844
345,blue,1879,1720731864,473.76034034003436,12,246.74548140370953
346,blue,1880,1720731868,465.37624404892813,12,241.8327046108119
347,blue,1881,1720731872,456.3669690536228,12,246.54553202911475
348,blue,1882,1720731876,448.0250878910622,12,239.75358931234302
349,blue,1883,1720731880,439.5063383725067,12,240.1702102057817
350,blue,1884,1720731884,430.7811550429793,12,242.98113797279015
351,blue,1885,1720731888,422.65841632498183,12,243.28955380767806
352,blue,1886,1720731892,414.4890046401498,12,246.06804279858764
353,blue,1887,1720731896,406.2078120720311,12,245.1153351418026
354,blue,1888,1720731900,397.46277532955344,12,240.49926915215931
355,blue,1889,1720731904,388.4121726393791,12,241.14146035037595
356,blue,1890,1720731908,380.51334542453844,12,240.85810521823024
357,blue,1891,1720731912,372.50804460670224,12,243.06340215285886
358,blue,1892,1720731916,364.4923772926076,12,249.49404578971485
359,blue,1893,1720731920,356.9133575646026,12,243.18097923085426
360,blue,1894,1720731924,347.95828174053366,12,240.31584874313182
361,blue,1895,1720731928,339.25534548923326,12,237.8807659136059
362,blue,1896,1720731932,330.6024450872176,12,243.5400683740088
363,blue,1897,1720731936,322.89523802207873,12,243.66474923521918
364,blue,1898,1720731940,314.57353239348356,12,245.75795630827128
365,blue,1899,1720731944,306.997500693361,12,246.97621499825
366,blue,1900,1720731948,298.5892283648572,12,239.6797764086461
367,blue,1901,1720731952,289.5418935160382,12,247.1687061969324
368,blue,1902,1720731956,281.1140398925397,12,242.94038412961226
369,blue,1903,1720731960,272.6393533061089,12,239.1937470785086
370,blue,1904,1720731964,263.94415095849087,12,240.45328123791086
371,blue,1905,1720731968,255.0750998153969,12,250.62656358829614
372,blue,1906,1720731972,247.36956252086296,12,243.32263302605747
373,blue,1907,1720731976,239.37459338406345,12,240.96844918547222
374,blue,1908,1720731980,231.42581491810014,12,234.65970526673772
375,blue,1909,1720731984,222.40204801599793,12,245.65667283451597
376,blue,1910,1720731988,214.18601189549952,12,248.86717363903475
377,blue,1911,1720731992,205.60347087836536,12,249.70880192798882
378,blue,1912,1720731996,197.7350294856504,12,244.84755910190978
379,blue,1913,1720732000,190.32186824377462,12,236.8070114897215
380,blue,1914,1720732004,181.71060589115157,12,233.02850602148285
381,blue,1915,1720732008,172.48799592118615,12,240.24107480602314
382,blue,1916,1720732012,164.0705877919077,12,238.3154965807329
383,blue,1917,1720732016,156.05018027307338,12,244.32064596845083
384,blue,1918,1720732020,147.49365762482816,12,248.09053795325826
385,blue,1919,1720732024,139.84442357214775,12,240.75967502759684
386,blue,1920,1720732028,131.6488096274227,12,241.93359143373902
387,blue,1921,1720732032,123.99148226122445,12,248.14356163342694
388,blue,1922,1720732036,116.41328687744037,12,241.244184841085
389,blue,1923,1720732040,108.1181888769363,12,240.61198824233233
390,blue,1924,1720732044,100.11871660980472,12,236.36898565395668
391,blue,1925,1720732048,91.28901545921931,12,235.10668596832755
392,blue,1926,1720732052,82.94437545375708,12,245.7476539709388
393,blue,1927,1720732056,74.65738142083977,12,242.38195009103075
394,blue,1928,1720732060,66.51399069379583,12,237.52152587747398
395,blue,1929,1720732064,57.66664024362668,12,241.7840867370775
396,blue,1930,1720732068,48.723616199587575,12,245.11891804567642
397,blue,1931,1720732072,40.24842573114031,12,246.45392666168408
398,blue,1932,1720732076,31.287634094125295,12,241.66414706933372
399,blue,1933,1720732080,22.53787143776691,12,245.23320952573354
400,blue,1934,1720732084,0.0,12,13.516647795192256
401,blue,1935,1720732088,0.0,12,11.986500154578302
402,blue,1936,1720732092,0.0,12,8.252205377601292
403,blue,1937,1720732096,0.0,12,9.118846905809818
404,blue,1938,1720732100,0.0,12,12.986059237103603
405,blue,1939,1720732104,0.0,12,12.311278101266993
406,blue,1940,1720732108,0.0,12,14.083813744715464
407,blue,1941,1720732112,0.0,12,12.490213616114914
408,blue,1942,1720732116,0.0,12,13.550894555736306
409,blue,1943,1720732120,0.0,12,9.611084943214657
410,blue,1944,1720732124,0.0,12,15.186910274325143
411,blue,1945,1720732128,0.0,12,14.151772716437293
412,blue,1946,1720732132,0.0,12,17.027793687524458
413,blue,1947,1720732136,0.0,12,14.613555434528074
414,blue,1948,1720732140,0.0,12,12.47691450328076
415,blue,1949,1720732144,0.0,12,16.043954513154176
416,blue,1950,1720732148,792.2379671464993,12,237.94407450114878
417,blue,1951,1720732152,783.8201952991113,12,243.8802751653888
418,blue,1952,1720732156,776.3786994696565,12,245.69920046112233
419,blue,1953,1720732160,768.1608991017836,12,242.94513088940047
420,blue,1954,1720732164,760.1221022163771,12,240.8637400924912
421,blue,1955,1720732168,751.8418430154824,12,239.73672682177133
422,blue,1956,1720732172,742.8379173223842,12,238.28025549377415
423,blue,1957,1720732176,734.0003670434293,12,242.27655727360704
424,blue,1958,1720732180,725.4018337549101,12,242.5555609753047
425,blue,1959,1720732184,717.7917352723991,12,241.24010455545965
426,blue,1960,1720732188,709.5050688807494,12,239.28727094775172
427,blue,1961,1720732192,701.7537993505964,12,243.48996843809383
428,blue,1962,1720732196,694.2407652325289,12,236.4568767349283
429,blue,1963,1720732200,686.0806122105365,12,234.07844768260836
430,blue,1964,1720732204,677.9961329678142,12,238.32892100377126
431,blue,1965,1720732208,670.320847985655,12,250.42130060078662
432,blue,1966,1720732212,662.0223223235528,12,245.92148381002383
433,blue,1967,1720732216,653.454496988399,12,242.6988252415283
434,blue,1968,1720732220,645.3281413067515,12,235.5142980551051
435,blue,1969,1720732224,636.0242520918003,12,244.87631741682728
436,blue,1970,1720732228,627.5856242006073,12,245.2194630725304
437,blue,1971,1720732232,619.1677192574141,12,239.94818988903262
438,blue,1972,1720732236,610.6164457338251,12,239.44094870668587
439,blue,1973,1720732240,602.870979358835,12,231.51949617429094
440,blue,1974,1720732244,593.3579332988962,12,245.66393737523325
441,blue,1975,1720732248,585.6890786758324,12,241.87967466669923
442,blue,1976,1720732252,577.5939446680655,12,242.68191935349742
443,blue,1977,1720732256,569.5784095175846,12,234.39551967534624
444,blue,1978,1720732260,560.5472185389585,12,244.31666978216757
445,blue,1979,1720732264,551.1961148797291,12,250.4367427251739
446,blue,1980,1720732268,543.3143555757326,12,240.53928682007884
447,blue,1981,1720732272,535.0633935259809,12,236.62298055136182
448,blue,1982,1720732276,526.948268042838,12,245.94343231844903
449,blue,1983,1720732280,518.949174472636,12,237.65694264297431
450,blue,1984,1720732284,510.6082985546101,12,235.99918513767707
451,blue,1985,1720732288,501.8981294157428,12,241.47802698294564
452,blue,1986,1720732292,493.6151857733643,12,239.59750637662003
453,blue,1987,1720732296,485.7098299110627,12,241.46013973921453
454,blue,1988,1720732300,477.1935656518829,12,238.13671624127645
455,blue,1989,1720732304,468.19872105499843,12,240.49573246831713
456,blue,1990,1720732308,459.6072533711436,12,238.14798282237115
457,blue,1991,1720732312,450.99254026775054,12,239.2883384653146
458,blue,1992,1720732316,442.08215781727614,12,249.77829466674638
